,Unnamed: 0,moves,explanation
1207,1207,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6",
1208,1208,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7",
1209,1209,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8",
1210,1210,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+",
1211,1211,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+ Kd8",
1212,1212,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+ Kd8 Bxa6",
1213,1213,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+ Kd8 Bxa6 e5",
1214,1214,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+ Kd8 Bxa6 e5 Bb5",
1215,1215,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+ Kd8 Bxa6 e5 Bb5 exd4+",
1216,1216,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+ Kd8 Bxa6 e5 Bb5 exd4+ Kb3",
1217,1217,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+ Kd8 Bxa6 e5 Bb5 exd4+ Kb3 dxe3",
1218,1218,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+ Kd8 Bxa6 e5 Bb5 exd4+ Kb3 dxe3 Qd7+",
1219,1219,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+ Kd8 Bxa6 e5 Bb5 exd4+ Kb3 dxe3 Qd7+ Bxd7",
1220,1220,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+ Kd8 Bxa6 e5 Bb5 exd4+ Kb3 dxe3 Qd7+ Bxd7 Kb4",
1221,1221,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+ Kd8 Bxa6 e5 Bb5 exd4+ Kb3 dxe3 Qd7+ Bxd7 Kb4 Qxb5+",
1222,1222,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+ Kd8 Bxa6 e5 Bb5 exd4+ Kb3 dxe3 Qd7+ Bxd7 Kb4 Qxb5+ Kc3",
1223,1223,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+ Kd8 Bxa6 e5 Bb5 exd4+ Kb3 dxe3 Qd7+ Bxd7 Kb4 Qxb5+ Kc3 Qc4+",
1224,1224,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+ Kd8 Bxa6 e5 Bb5 exd4+ Kb3 dxe3 Qd7+ Bxd7 Kb4 Qxb5+ Kc3 Qc4+ Kb2",
1225,1225,"why in chess game, player took the following move - d4 d5 Nc3 Nf6 Nf3 Nc6 e3 Bf5 h4 e6 g3 Bb4 a3 Bxc3+ bxc3 Ne4 Rh2 Nxc3 Qd2 Ne4 Qe2 Nc3 Qd2 Ne4 Qd3 Ng5 Qb5 Nxf3+ Kd1 Nxh2 Bd3 Bg4+ Kd2 Nf3+ Kc3 a6 Qxb7 Qb8 Qxc6+ Kd8 Bxa6 e5 Bb5 exd4+ Kb3 dxe3 Qd7+ Bxd7 Kb4 Qxb5+ Kc3 Qc4+ Kb2 Rb8#",
1226,1226,"why in chess game, player took the following move - d4",
1227,1227,"why in chess game, player took the following move - d4 d5",
1228,1228,"why in chess game, player took the following move - d4 d5 c4",
1229,1229,"why in chess game, player took the following move - d4 d5 c4 c6",
1230,1230,"why in chess game, player took the following move - d4 d5 c4 c6 e3",
1231,1231,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4",
1232,1232,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4",
1233,1233,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6",
1234,1234,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3",
1235,1235,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6",
1236,1236,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4",
1237,1237,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5",
1238,1238,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5",
1239,1239,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5",
1240,1240,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5",
1241,1241,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6",
1242,1242,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5",
1243,1243,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O",
1244,1244,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6",
1245,1245,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6",
1246,1246,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3",
1247,1247,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5",
1248,1248,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O",
1249,1249,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6",
1250,1250,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5",
1251,1251,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5",
1252,1252,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3",
1253,1253,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6",
1254,1254,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5",
1255,1255,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6",
1256,1256,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6",
1257,1257,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8",
1258,1258,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5",
1259,1259,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6",
1260,1260,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+",
1261,1261,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8",
1262,1262,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6",
1263,1263,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6",
1264,1264,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6 Rfd1",
1265,1265,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6 Rfd1 Qf8",
1266,1266,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6 Rfd1 Qf8 Rxd8",
1267,1267,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6 Rfd1 Qf8 Rxd8 Qxd8",
1268,1268,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6 Rfd1 Qf8 Rxd8 Qxd8 h3",
1269,1269,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6 Rfd1 Qf8 Rxd8 Qxd8 h3 Bf5",
1270,1270,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6 Rfd1 Qf8 Rxd8 Qxd8 h3 Bf5 Qxf5",
1271,1271,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6 Rfd1 Qf8 Rxd8 Qxd8 h3 Bf5 Qxf5 Qf8",
1272,1272,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6 Rfd1 Qf8 Rxd8 Qxd8 h3 Bf5 Qxf5 Qf8 Qd5",
1273,1273,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6 Rfd1 Qf8 Rxd8 Qxd8 h3 Bf5 Qxf5 Qf8 Qd5 Nc7",
1274,1274,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6 Rfd1 Qf8 Rxd8 Qxd8 h3 Bf5 Qxf5 Qf8 Qd5 Nc7 Qxb7",
1275,1275,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6 Rfd1 Qf8 Rxd8 Qxd8 h3 Bf5 Qxf5 Qf8 Qd5 Nc7 Qxb7 Qb8",
1276,1276,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6 Rfd1 Qf8 Rxd8 Qxd8 h3 Bf5 Qxf5 Qf8 Qd5 Nc7 Qxb7 Qb8 Qd5",
1277,1277,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6 Rfd1 Qf8 Rxd8 Qxd8 h3 Bf5 Qxf5 Qf8 Qd5 Nc7 Qxb7 Qb8 Qd5 Nxd5",
1278,1278,"why in chess game, player took the following move - d4 d5 c4 c6 e3 dxc4 Bxc4 Nf6 Nc3 e6 e4 e5 d5 cxd5 exd5 Bd6 Bg5 O-O Bxf6 Qxf6 Nf3 Bc5 O-O Qg6 Nxe5 Qg5 Nf3 Qh6 Nb5 Na6 d6 Rd8 Qd5 Bxd6 Qxf7+ Kh8 Nxd6 Qxd6 Rfd1 Qf8 Rxd8 Qxd8 h3 Bf5 Qxf5 Qf8 Qd5 Nc7 Qxb7 Qb8 Qd5 Nxd5 Bxd5",
1279,1279,"why in chess game, player took the following move - d4",
1280,1280,"why in chess game, player took the following move - d4 d5",
1281,1281,"why in chess game, player took the following move - d4 d5 c4",
1282,1282,"why in chess game, player took the following move - d4 d5 c4 Nf6",
1283,1283,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3",
1284,1284,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6",
1285,1285,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3",
1286,1286,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6",
1287,1287,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3",
1288,1288,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6",
1289,1289,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3",
1290,1290,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4",
1291,1291,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4",
1292,1292,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4",
1293,1293,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5",
1294,1294,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5",
1295,1295,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6",
1296,1296,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6",
1297,1297,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+",
1298,1298,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6",
1299,1299,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1",
1300,1300,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O",
1301,1301,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O",
1302,1302,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4",
1303,1303,"why in chess game, player took the following move - d4 d5 c4 Nf6 Nc3 Nc6 Nf3 e6 e3 Bd6 Bd3 Ne4 Bxe4 dxe4 Ne5 f5 Nxc6 bxc6 Qh5+ g6 Qd1 O-O O-O Bb4 a3",
